poem_id,prompt_id,iterations,schedule,emotion,measure,value,weight,weighted_value
2021-06-18-12-10-44,0,10,theta,anxious,mean_rhyme_level,0,100,0
2021-06-18-12-10-44,0,10,theta,anxious,mean_longest_alliteration_chain,0.125,50,6.25
2021-06-18-12-10-44,0,10,theta,anxious,mean_alliteration_total,1.375,5,6.875
2021-06-18-12-10-44,0,10,theta,anxious,mean_couplet_phoneme_consistency,7.5,1,7.5
2021-06-18-12-11-16,0,10,theta,embarrassed,mean_rhyme_level,0,100,0
2021-06-18-12-11-16,0,10,theta,embarrassed,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-12-11-16,0,10,theta,embarrassed,mean_alliteration_total,2.625,5,13.125
2021-06-18-12-11-16,0,10,theta,embarrassed,mean_couplet_phoneme_consistency,5.75,1,5.75
2021-06-18-12-11-46,0,10,theta,esteemed,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-11-46,0,10,theta,esteemed,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-12-11-46,0,10,theta,esteemed,mean_alliteration_total,2.5,5,12.5
2021-06-18-12-11-46,0,10,theta,esteemed,mean_couplet_phoneme_consistency,5.875,1,5.875
2021-06-18-12-12-17,0,10,theta,safe,mean_rhyme_level,0,100,0
2021-06-18-12-12-17,0,10,theta,safe,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-12-12-17,0,10,theta,safe,mean_alliteration_total,2.625,5,13.125
2021-06-18-12-12-17,0,10,theta,safe,mean_couplet_phoneme_consistency,8,1,8
2021-06-18-12-12-47,0,10,theta,lost,mean_rhyme_level,0,100,0
2021-06-18-12-12-47,0,10,theta,lost,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-12-12-47,0,10,theta,lost,mean_alliteration_total,1.25,5,6.25
2021-06-18-12-12-47,0,10,theta,lost,mean_couplet_phoneme_consistency,5.75,1,5.75
2021-06-18-12-13-21,0,10,theta,alone,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-13-21,0,10,theta,alone,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-12-13-21,0,10,theta,alone,mean_alliteration_total,2,5,10
2021-06-18-12-13-21,0,10,theta,alone,mean_couplet_phoneme_consistency,7.625,1,7.625
2021-06-18-12-13-51,0,10,theta,singledout,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-13-51,0,10,theta,singledout,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-12-13-51,0,10,theta,singledout,mean_alliteration_total,2.375,5,11.875
2021-06-18-12-13-51,0,10,theta,singledout,mean_couplet_phoneme_consistency,6.25,1,6.25
2021-06-18-12-14-22,0,10,theta,fearful,mean_rhyme_level,0,100,0
2021-06-18-12-14-22,0,10,theta,fearful,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-12-14-22,0,10,theta,fearful,mean_alliteration_total,3.375,5,16.875
2021-06-18-12-14-22,0,10,theta,fearful,mean_couplet_phoneme_consistency,8.375,1,8.375
2021-06-18-12-14-50,0,10,theta,fearless,mean_rhyme_level,0.375,100,37.5
2021-06-18-12-14-50,0,10,theta,fearless,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-12-14-50,0,10,theta,fearless,mean_alliteration_total,2.375,5,11.875
2021-06-18-12-14-50,0,10,theta,fearless,mean_couplet_phoneme_consistency,6.125,1,6.125
2021-06-18-12-15-22,0,10,theta,lustful,mean_rhyme_level,0.0625,100,6.25
2021-06-18-12-15-22,0,10,theta,lustful,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-15-22,0,10,theta,lustful,mean_alliteration_total,3.25,5,16.25
2021-06-18-12-15-22,0,10,theta,lustful,mean_couplet_phoneme_consistency,8,1,8
2021-06-18-12-15-54,0,10,theta,hated,mean_rhyme_level,0,100,0
2021-06-18-12-15-54,0,10,theta,hated,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-12-15-54,0,10,theta,hated,mean_alliteration_total,2.375,5,11.875
2021-06-18-12-15-54,0,10,theta,hated,mean_couplet_phoneme_consistency,7.75,1,7.75
2021-06-18-12-16-25,0,10,theta,independent,mean_rhyme_level,0,100,0
2021-06-18-12-16-25,0,10,theta,independent,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-12-16-25,0,10,theta,independent,mean_alliteration_total,3.125,5,15.625
2021-06-18-12-16-25,0,10,theta,independent,mean_couplet_phoneme_consistency,7.125,1,7.125
2021-06-18-12-16-55,0,10,theta,free,mean_rhyme_level,0,100,0
2021-06-18-12-16-55,0,10,theta,free,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-16-55,0,10,theta,free,mean_alliteration_total,2.625,5,13.125
2021-06-18-12-16-55,0,10,theta,free,mean_couplet_phoneme_consistency,8.25,1,8.25
2021-06-18-12-17-23,0,10,theta,attracted,mean_rhyme_level,0,100,0
2021-06-18-12-17-23,0,10,theta,attracted,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-17-23,0,10,theta,attracted,mean_alliteration_total,2.75,5,13.75
2021-06-18-12-17-23,0,10,theta,attracted,mean_couplet_phoneme_consistency,8,1,8
2021-06-18-12-17-53,0,10,theta,happy,mean_rhyme_level,0,100,0
2021-06-18-12-17-53,0,10,theta,happy,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-12-17-53,0,10,theta,happy,mean_alliteration_total,2.75,5,13.75
2021-06-18-12-17-53,0,10,theta,happy,mean_couplet_phoneme_consistency,7.375,1,7.375
2021-06-18-12-18-24,0,10,theta,sad,mean_rhyme_level,0,100,0
2021-06-18-12-18-24,0,10,theta,sad,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-12-18-24,0,10,theta,sad,mean_alliteration_total,2.625,5,13.125
2021-06-18-12-18-24,0,10,theta,sad,mean_couplet_phoneme_consistency,7.25,1,7.25
2021-06-18-12-18-56,0,10,theta,derailed,mean_rhyme_level,0,100,0
2021-06-18-12-18-56,0,10,theta,derailed,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-18-56,0,10,theta,derailed,mean_alliteration_total,2.5,5,12.5
2021-06-18-12-18-56,0,10,theta,derailed,mean_couplet_phoneme_consistency,8.125,1,8.125
2021-06-18-12-19-24,0,10,theta,average,mean_rhyme_level,0,100,0
2021-06-18-12-19-24,0,10,theta,average,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-12-19-24,0,10,theta,average,mean_alliteration_total,2.625,5,13.125
2021-06-18-12-19-24,0,10,theta,average,mean_couplet_phoneme_consistency,7.5,1,7.5
2021-06-18-12-19-58,0,10,theta,powerless,mean_rhyme_level,0,100,0
2021-06-18-12-19-58,0,10,theta,powerless,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-19-58,0,10,theta,powerless,mean_alliteration_total,2.625,5,13.125
2021-06-18-12-19-58,0,10,theta,powerless,mean_couplet_phoneme_consistency,8.125,1,8.125
2021-06-18-12-20-28,0,10,theta,attached,mean_rhyme_level,0,100,0
2021-06-18-12-20-28,0,10,theta,attached,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-20-28,0,10,theta,attached,mean_alliteration_total,2.125,5,10.625
2021-06-18-12-20-28,0,10,theta,attached,mean_couplet_phoneme_consistency,8.375,1,8.375
2021-06-18-12-21-00,0,10,theta,angry,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-21-00,0,10,theta,angry,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-12-21-00,0,10,theta,angry,mean_alliteration_total,3.375,5,16.875
2021-06-18-12-21-00,0,10,theta,angry,mean_couplet_phoneme_consistency,6.5,1,6.5
2021-06-18-12-21-30,0,10,theta,loved,mean_rhyme_level,0,100,0
2021-06-18-12-21-30,0,10,theta,loved,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-12-21-30,0,10,theta,loved,mean_alliteration_total,2,5,10
2021-06-18-12-21-30,0,10,theta,loved,mean_couplet_phoneme_consistency,7,1,7
2021-06-18-12-21-59,0,10,theta,cheated,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-21-59,0,10,theta,cheated,mean_longest_alliteration_chain,0.125,50,6.25
2021-06-18-12-21-59,0,10,theta,cheated,mean_alliteration_total,2.25,5,11.25
2021-06-18-12-21-59,0,10,theta,cheated,mean_couplet_phoneme_consistency,7.25,1,7.25
2021-06-18-12-22-28,0,10,theta,surprise,mean_rhyme_level,0,100,0
2021-06-18-12-22-28,0,10,theta,surprise,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-22-28,0,10,theta,surprise,mean_alliteration_total,2.25,5,11.25
2021-06-18-12-22-28,0,10,theta,surprise,mean_couplet_phoneme_consistency,8.125,1,8.125
2021-06-18-11-12-05,0,10,zeta,apathetic,mean_rhyme_level,0.625,100,62.5
2021-06-18-11-12-05,0,10,zeta,apathetic,mean_longest_alliteration_chain,1,50,50
2021-06-18-11-12-05,0,10,zeta,apathetic,mean_alliteration_total,3.75,5,18.75
2021-06-18-11-12-05,0,10,zeta,apathetic,mean_couplet_phoneme_consistency,6,1,6
2021-06-18-11-13-50,0,10,zeta,anxious,mean_rhyme_level,0.5416666666666666,100,54.166666666666664
2021-06-18-11-13-50,0,10,zeta,anxious,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-11-13-50,0,10,zeta,anxious,mean_alliteration_total,3.125,5,15.625
2021-06-18-11-13-50,0,10,zeta,anxious,mean_couplet_phoneme_consistency,5,1,5
2021-06-18-11-15-37,0,10,zeta,embarrassed,mean_rhyme_level,0.25,100,25.0
2021-06-18-11-15-37,0,10,zeta,embarrassed,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-15-37,0,10,zeta,embarrassed,mean_alliteration_total,2.75,5,13.75
2021-06-18-11-15-37,0,10,zeta,embarrassed,mean_couplet_phoneme_consistency,6.125,1,6.125
2021-06-18-11-17-21,0,10,zeta,esteemed,mean_rhyme_level,0.75,100,75.0
2021-06-18-11-17-21,0,10,zeta,esteemed,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-17-21,0,10,zeta,esteemed,mean_alliteration_total,3.375,5,16.875
2021-06-18-11-17-21,0,10,zeta,esteemed,mean_couplet_phoneme_consistency,4.5,1,4.5
2021-06-18-11-19-02,0,10,zeta,safe,mean_rhyme_level,0.375,100,37.5
2021-06-18-11-19-02,0,10,zeta,safe,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-11-19-02,0,10,zeta,safe,mean_alliteration_total,4,5,20
2021-06-18-11-19-02,0,10,zeta,safe,mean_couplet_phoneme_consistency,5.75,1,5.75
2021-06-18-11-20-50,0,10,zeta,lost,mean_rhyme_level,0.5,100,50.0
2021-06-18-11-20-50,0,10,zeta,lost,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-11-20-50,0,10,zeta,lost,mean_alliteration_total,2.375,5,11.875
2021-06-18-11-20-50,0,10,zeta,lost,mean_couplet_phoneme_consistency,3.5,1,3.5
2021-06-18-11-22-34,0,10,zeta,alone,mean_rhyme_level,0.5,100,50.0
2021-06-18-11-22-34,0,10,zeta,alone,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-11-22-34,0,10,zeta,alone,mean_alliteration_total,3.375,5,16.875
2021-06-18-11-22-34,0,10,zeta,alone,mean_couplet_phoneme_consistency,3.75,1,3.75
2021-06-18-11-24-26,0,10,zeta,singledout,mean_rhyme_level,1.4375,100,143.75
2021-06-18-11-24-26,0,10,zeta,singledout,mean_longest_alliteration_chain,1,50,50
2021-06-18-11-24-26,0,10,zeta,singledout,mean_alliteration_total,4,5,20
2021-06-18-11-24-26,0,10,zeta,singledout,mean_couplet_phoneme_consistency,2.25,1,2.25
2021-06-18-11-26-09,0,10,zeta,fearful,mean_rhyme_level,0.75,100,75.0
2021-06-18-11-26-09,0,10,zeta,fearful,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-26-09,0,10,zeta,fearful,mean_alliteration_total,4.375,5,21.875
2021-06-18-11-26-09,0,10,zeta,fearful,mean_couplet_phoneme_consistency,4,1,4
2021-06-18-11-27-54,0,10,zeta,fearless,mean_rhyme_level,0.875,100,87.5
2021-06-18-11-27-54,0,10,zeta,fearless,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-11-27-54,0,10,zeta,fearless,mean_alliteration_total,3.625,5,18.125
2021-06-18-11-27-54,0,10,zeta,fearless,mean_couplet_phoneme_consistency,4.875,1,4.875
2021-06-18-11-29-32,0,10,zeta,lustful,mean_rhyme_level,0.5625,100,56.25
2021-06-18-11-29-32,0,10,zeta,lustful,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-29-32,0,10,zeta,lustful,mean_alliteration_total,4.125,5,20.625
2021-06-18-11-29-32,0,10,zeta,lustful,mean_couplet_phoneme_consistency,3.375,1,3.375
2021-06-18-11-31-13,0,10,zeta,hated,mean_rhyme_level,0.75,100,75.0
2021-06-18-11-31-13,0,10,zeta,hated,mean_longest_alliteration_chain,1.25,50,62.5
2021-06-18-11-31-13,0,10,zeta,hated,mean_alliteration_total,3.875,5,19.375
2021-06-18-11-31-13,0,10,zeta,hated,mean_couplet_phoneme_consistency,2.75,1,2.75
2021-06-18-11-32-58,0,10,zeta,independent,mean_rhyme_level,0.625,100,62.5
2021-06-18-11-32-58,0,10,zeta,independent,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-11-32-58,0,10,zeta,independent,mean_alliteration_total,4.375,5,21.875
2021-06-18-11-32-58,0,10,zeta,independent,mean_couplet_phoneme_consistency,2.5,1,2.5
2021-06-18-11-34-40,0,10,zeta,free,mean_rhyme_level,0.125,100,12.5
2021-06-18-11-34-40,0,10,zeta,free,mean_longest_alliteration_chain,1,50,50
2021-06-18-11-34-40,0,10,zeta,free,mean_alliteration_total,4,5,20
2021-06-18-11-34-40,0,10,zeta,free,mean_couplet_phoneme_consistency,5,1,5
2021-06-18-11-36-21,0,10,zeta,attracted,mean_rhyme_level,0.4375,100,43.75
2021-06-18-11-36-21,0,10,zeta,attracted,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-11-36-21,0,10,zeta,attracted,mean_alliteration_total,3.875,5,19.375
2021-06-18-11-36-21,0,10,zeta,attracted,mean_couplet_phoneme_consistency,3.75,1,3.75
2021-06-18-11-38-06,0,10,zeta,happy,mean_rhyme_level,0.5,100,50.0
2021-06-18-11-38-06,0,10,zeta,happy,mean_longest_alliteration_chain,1.25,50,62.5
2021-06-18-11-38-06,0,10,zeta,happy,mean_alliteration_total,4.625,5,23.125
2021-06-18-11-38-06,0,10,zeta,happy,mean_couplet_phoneme_consistency,4,1,4
2021-06-18-11-39-51,0,10,zeta,sad,mean_rhyme_level,0.75,100,75.0
2021-06-18-11-39-51,0,10,zeta,sad,mean_longest_alliteration_chain,1.375,50,68.75
2021-06-18-11-39-51,0,10,zeta,sad,mean_alliteration_total,4.125,5,20.625
2021-06-18-11-39-51,0,10,zeta,sad,mean_couplet_phoneme_consistency,3,1,3
2021-06-18-11-41-35,0,10,zeta,derailed,mean_rhyme_level,0.75,100,75.0
2021-06-18-11-41-35,0,10,zeta,derailed,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-11-41-35,0,10,zeta,derailed,mean_alliteration_total,2.625,5,13.125
2021-06-18-11-41-35,0,10,zeta,derailed,mean_couplet_phoneme_consistency,4.5,1,4.5
2021-06-18-11-43-23,0,10,zeta,average,mean_rhyme_level,0.4375,100,43.75
2021-06-18-11-43-23,0,10,zeta,average,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-43-23,0,10,zeta,average,mean_alliteration_total,4,5,20
2021-06-18-11-43-23,0,10,zeta,average,mean_couplet_phoneme_consistency,2.125,1,2.125
2021-06-18-11-45-12,0,10,zeta,powerless,mean_rhyme_level,0.125,100,12.5
2021-06-18-11-45-12,0,10,zeta,powerless,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-45-12,0,10,zeta,powerless,mean_alliteration_total,4.25,5,21.25
2021-06-18-11-45-12,0,10,zeta,powerless,mean_couplet_phoneme_consistency,4.5,1,4.5
2021-06-18-11-46-54,0,10,zeta,attached,mean_rhyme_level,0,100,0
2021-06-18-11-46-54,0,10,zeta,attached,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-46-54,0,10,zeta,attached,mean_alliteration_total,4.125,5,20.625
2021-06-18-11-46-54,0,10,zeta,attached,mean_couplet_phoneme_consistency,6.25,1,6.25
2021-06-18-11-48-33,0,10,zeta,angry,mean_rhyme_level,0,100,0
2021-06-18-11-48-33,0,10,zeta,angry,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-11-48-33,0,10,zeta,angry,mean_alliteration_total,4.25,5,21.25
2021-06-18-11-48-33,0,10,zeta,angry,mean_couplet_phoneme_consistency,4.375,1,4.375
2021-06-18-11-50-18,0,10,zeta,loved,mean_rhyme_level,0.5625,100,56.25
2021-06-18-11-50-18,0,10,zeta,loved,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-11-50-18,0,10,zeta,loved,mean_alliteration_total,3.125,5,15.625
2021-06-18-11-50-18,0,10,zeta,loved,mean_couplet_phoneme_consistency,3.375,1,3.375
2021-06-18-11-51-59,0,10,zeta,cheated,mean_rhyme_level,0.9375,100,93.75
2021-06-18-11-51-59,0,10,zeta,cheated,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-11-51-59,0,10,zeta,cheated,mean_alliteration_total,3.625,5,18.125
2021-06-18-11-51-59,0,10,zeta,cheated,mean_couplet_phoneme_consistency,3.125,1,3.125
2021-06-18-11-53-52,0,10,zeta,surprise,mean_rhyme_level,0.041666666666666664,100,4.166666666666666
2021-06-18-11-53-52,0,10,zeta,surprise,mean_longest_alliteration_chain,1.25,50,62.5
2021-06-18-11-53-52,0,10,zeta,surprise,mean_alliteration_total,3.625,5,18.125
2021-06-18-11-53-52,0,10,zeta,surprise,mean_couplet_phoneme_consistency,4.625,1,4.625
